nombre,categoria_maps,telefono,telefono_norm,posible_celular,whatsapp_link,email,ciudad,calificacion,sitio_web,ecommerce,fuente,url_listing
Distribuidora DC S.R.L,Comercio,02323 42-0076,+542323420076,SI,https://wa.me/542323420076,,"Av. Fray Manuel de Torres 845, B6700 Luján, Provincia de Buenos Aires",,https://www.instagram.com/distribuidoradc_lujan/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+DC+S.R.L/data=!4m7!3m6!1s0x95bc7de781b711b3:0xf80301d3b3e86f80!8m2!3d-34.55614!4d-59.1263745!16s%2Fg%2F11c5_0hpzr!19sChIJsxG3ged9vJURgG_os9MBA_g?authuser=0&hl=es-419&rclk=1
Mayorista de golosinas y galletitas,Comercio,02344 40-2963,+542344402963,SI,https://wa.me/542344402963,,"San Martín 3026, B7260 Saladillo, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+de+golosinas+y+galletitas/data=!4m7!3m6!1s0x95bde14a7657e123:0xc1ffa49067792620!8m2!3d-35.6379461!4d-59.777841!16s%2Fg%2F11pyc1xbwl!19sChIJI-FXdkrhvZURICZ5Z5Ck_8E?authuser=0&hl=es-419&rclk=1
distribuidora naon,Tienda de fiambres,011 2648-1610,+541126481610,SI,https://wa.me/541126481610,,"Av. Emilio Castro 69000, C1408 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/distribuidora+naon/data=!4m7!3m6!1s0x95bcc856ea783da3:0x28188526beb070fc!8m2!3d-34.6522815!4d-58.5157747!16s%2Fg%2F11b6tt40_b!19sChIJoz146lbIvJUR_HCwviaFGCg?authuser=0&hl=es-419&rclk=1
Barragán Snacks mayorista y minoristas,Tienda de comestibles mayorista,03476 55-3366,+543476553366,SI,https://wa.me/543476553366,,"2156, M. Barragán 105, S2156 Fray Luis Beltrán, Santa Fe",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Barrag%C3%A1n+Snacks+mayorista+y+minoristas/data=!4m7!3m6!1s0x95b6516471265cc3:0x964f94cb9161fae0!8m2!3d-32.7895435!4d-60.7263921!16s%2Fg%2F11hfygsbpw!19sChIJw1wmcWRRtpUR4PphkcuUT5Y?authuser=0&hl=es-419&rclk=1
La Dolce,Tienda de golosinas,0810-222-3646,+548102223646,SI,https://wa.me/548102223646,,"Av. Directorio 5961, C1440ASY Cdad. Autónoma de Buenos Aires",,http://www.ladolce.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/La+Dolce/data=!4m7!3m6!1s0x95bcc905eb909539:0x8027d9c4f0e4d4!8m2!3d-34.6568875!4d-58.4984929!16s%2Fg%2F1tfdfnf2!19sChIJOZWQ6wXJvJUR1OTwxNkngAA?authuser=0&hl=es-419&rclk=1
Frutos Secos Álamos del Sur,Tienda naturista,011 6806-1700,+541168061700,SI,https://wa.me/541168061700,micorreo@mailservice.com,"Irigoyen 2414, C1408 Cdad. Autónoma de Buenos Aires",,http://www.frutossecosalamosdelsur.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Frutos+Secos+%C3%81lamos+del+Sur/data=!4m7!3m6!1s0x95bcb75f7dce67c7:0x2da2cc31c3ac7412!8m2!3d-34.6195525!4d-58.5282059!16s%2Fg%2F11qzy7f25y!19sChIJx2fOfV-3vJUREnSswzHMoi0?authuser=0&hl=es-419&rclk=1
Lucfel - Venta De Frutos Secos,Tienda de frutos secos,011 4203-1707,+541142031707,SI,https://wa.me/541142031707,,"Limay 1471, B1869CKI Gerli, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Lucfel+-+Venta+De+Frutos+Secos/data=!4m7!3m6!1s0x95bccccbf2ab2bef:0xd125688fc1d44e1a!8m2!3d-34.6799267!4d-58.3760211!16s%2Fg%2F11hyl51dxj!19sChIJ7yur8svMvJURGk7UwY9oJdE?authuser=0&hl=es-419&rclk=1
Sur alimenticio,Tienda de alimentación,011 3882-2121,+541138822121,SI,https://wa.me/541138822121,,"Av. Hipólito Yrigoyen 13581, B1846 Malvinas Argentinas, Provincia de Buenos Aires",,https://biolink.website/SurAlimenticio,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Sur+alimenticio/data=!4m7!3m6!1s0x95bcd330fb08f9d1:0xf6a90ddb4bab380b!8m2!3d-34.8129029!4d-58.3990204!16s%2Fg%2F11nghxp1_3!19sChIJ0fkI-zDTvJURCzirS9sNqfY?authuser=0&hl=es-419&rclk=1
El Rey de las Legumbres | Mayorista de Legumbres,Mayorista,011 6045-7513,+541160457513,SI,https://wa.me/541160457513,info@mayoristadelegumbres.com.ar,"Saverio Laiacona 1018, B1706 Haedo, Provincia de Buenos Aires",,https://www.mayoristadelegumbres.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/El+Rey+de+las+Legumbres+%7C+Mayorista+de+Legumbres/data=!4m7!3m6!1s0x95bcb96850962f95:0xe0a5533765c0fb9f!8m2!3d-34.6371291!4d-58.608445!16s%2Fg%2F11mp9z42ng!19sChIJlS-WUGi5vJURn_vAZTdTpeA?authuser=0&hl=es-419&rclk=1
Los Nogales,Tienda de alimentos naturales,4732-2053,47322053,NO,,,"Pergamino 1105, C1406 FHW, Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Los+Nogales/data=!4m7!3m6!1s0x95bcc97f248329e9:0x35f083eced9e753a!8m2!3d-34.644272!4d-58.467788!16s%2Fg%2F11bbrn1ys3!19sChIJ6SmDJH_JvJUROnWe7eyD8DU?authuser=0&hl=es-419&rclk=1
"Karydiá frutos secos (no es un local, comunicarse antes de pasar)",Comercio,011 2482-2515,+541124822515,SI,https://wa.me/541124822515,karydia@karydia.com.ar,"Cdad. de la Paz 3453, C1429 Cdad. Autónoma de Buenos Aires",,http://www.karydia.com.ar/,NINGUNO,GoogleMaps,"https://www.google.com/maps/place/Karydi%C3%A1+frutos+secos+%28no+es+un+local,+comunicarse+antes+de+pasar%29/data=!4m7!3m6!1s0x95bcb76e694f0515:0xfc0bfca2b0641f93!8m2!3d-34.5509674!4d-58.4679505!16s%2Fg%2F11fjz9n160!19sChIJFQVPaW63vJURkx9ksKL8C_w?authuser=0&hl=es-419&rclk=1"
Distribuidora de Frutos secos H&M,Oficinas de empresa,011 6858-0371,+541168580371,SI,https://wa.me/541168580371,,"Julián Álvarez 2600, C1425 Cdad. Autónoma de Buenos Aires",,http://www.argentino.com.ar/los-mejores-frutos-secos-de-chile-y-argentina-F120FC00F1DD841,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+de+Frutos+secos+H%26M/data=!4m7!3m6!1s0x95bcb57e3952b459:0x266c00ecdf0d6a28!8m2!3d-34.5856037!4d-58.4131764!16s%2Fg%2F11dyzdz2ns!19sChIJWbRSOX61vJURKGoN3-wAbCY?authuser=0&hl=es-419&rclk=1
Natural Mix - Frutos Secos - Paraná,Mayorista,0343 448-7301,+543434487301,SI,https://wa.me/543434487301,,"Uruguay 769, E3100 Paraná, Entre Ríos",,http://naturalmixpna.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Natural+Mix+-+Frutos+Secos+-+Paran%C3%A1/data=!4m7!3m6!1s0x95b4536943f02123:0xda950322c3830d53!8m2!3d-31.7336047!4d-60.5189322!16s%2Fg%2F11j45w9dbt!19sChIJIyHwQ2lTtJURUw2DwyIDldo?authuser=0&hl=es-419&rclk=1
DISTRIBUIDORA DE ALIMENTOS ZUCCHI,Mayorista,0341 519-1979,+543415191979,SI,https://wa.me/543415191979,distribuidorazucchi@gmail.com,"San Luis 4175, S2000 Rosario, Santa Fe",,http://www.alimentoszucchi.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/DISTRIBUIDORA+DE+ALIMENTOS+ZUCCHI/data=!4m7!3m6!1s0x95b7abb53dd9d82f:0xb4e6a5c63b600829!8m2!3d-32.9417246!4d-60.680835!16s%2Fg%2F11qbkslw70!19sChIJL9jZPbWrt5URKQhgO8al5rQ?authuser=0&hl=es-419&rclk=1
CRANC Frutas Secas,Mayorista,011 5816-4351,+541158164351,SI,https://wa.me/541158164351,info@cranc.com.ar,"Av. Constituyentes 390, B1617 Gral. Pacheco, Provincia de Buenos Aires",,http://www.cranc.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/CRANC+Frutas+Secas/data=!4m7!3m6!1s0x95bcb6e98640309d:0xb6017e92e5a6bb8!8m2!3d-34.4569079!4d-58.6393078!16s%2Fg%2F11gfgmnj1z!19sChIJnTBAhum2vJURuGtaLukXYAs?authuser=0&hl=es-419&rclk=1
Mundi Frut S.R.L.,Mayorista de frutas,011 6126-2007,+541161262007,SI,https://wa.me/541161262007,,"Concepción Arenal 3893, C1427EKI Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mundi+Frut+S.R.L./data=!4m7!3m6!1s0x95bcb5f1c88c4ccb:0x4124cbf11e15283c!8m2!3d-34.5876618!4d-58.4481642!16s%2Fg%2F1tyyy99s!19sChIJy0yMyPG1vJURPCgVHvHLJEE?authuser=0&hl=es-419&rclk=1
Gema Distribuidora de Productos Naturales,Tienda de alimentos naturales,011 2263-2918,+541122632918,SI,https://wa.me/541122632918,gemadistribuidora20@gmail.com,"Camino de Cintura 598, B1838 Luis Guillon, Provincia de Buenos Aires",,https://www.gemadistribuidora.com.ar/categoria-producto/cereales/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Gema+Distribuidora+de+Productos+Naturales/data=!4m7!3m6!1s0x95bcd3d8d9c02a31:0xda573bf343cd157e!8m2!3d-34.7948658!4d-58.4474602!16s%2Fg%2F11qkq39krj!19sChIJMSrA2djTvJURfhXNQ_M7V9o?authuser=0&hl=es-419&rclk=1
La ruta de los frutos secos,Tienda de alimentos naturales,011 2147-4962,+541121474962,SI,https://wa.me/541121474962,,"Av. San Juan 1872, C1232AAN Cdad. Autónoma de Buenos Aires",,https://www.instagram.com/larutadelosfrutossecos_,NINGUNO,GoogleMaps,https://www.google.com/maps/place/La+ruta+de+los+frutos+secos/data=!4m7!3m6!1s0x95bccbc5cca73143:0x93e29912136ef712!8m2!3d-34.6231453!4d-58.3924379!16s%2Fg%2F11mpcbrsn4!19sChIJQzGnzMXLvJUREvduExKZ4pM?authuser=0&hl=es-419&rclk=1
Alifrut - Distribuidora Mayorista,Tienda de frutos secos,0261 683-2192,+542616832192,SI,https://wa.me/542616832192,,,,http://www.alifrut-distribuidora.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Alifrut+-+Distribuidora+Mayorista/data=!4m7!3m6!1s0x967e09522277089d:0x664d1b14812519bb!8m2!3d-38.45155!4d-63.5989957!16s%2Fg%2F11n0lz00b8!19sChIJnQh3IlIJfpYRuxklgRQbTWY?authuser=0&hl=es-419&rclk=1
Sabores Andinos,Tienda de alimentos naturales,011 2147-7611,+541121477611,SI,https://wa.me/541121477611,,"Av. Independencia 2231, C1225 Cdad. Autónoma de Buenos Aires",,http://www.saboresandinos.com/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Sabores+Andinos/data=!4m7!3m6!1s0x95bcca94b5b7becb:0xb0e7b3e3d1712dc9!8m2!3d-34.6183582!4d-58.3980147!16s%2Fg%2F1ptyl_ps1!19sChIJy763tZTKvJURyS1x0eOz57A?authuser=0&hl=es-419&rclk=1
DISTRIBUIDORA LUNIC,Tienda de alimentos naturales,011) 15 2354-5375,+54111523545375,NO,https://wa.me/5491123545375,,"Av. José María Moreno 1280, C1424 Cdad. Autónoma de Buenos Aires",,http://www.distribuidoralunic.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/DISTRIBUIDORA+LUNIC/data=!4m7!3m6!1s0x95bccbab5ab33575:0xed0e9dd606cf16c2!8m2!3d-34.6335405!4d-58.4326706!16s%2Fg%2F11c53rllq3!19sChIJdTWzWqvLvJURwhbPBtadDu0?authuser=0&hl=es-419&rclk=1
DeFrutasSecas,Tienda de alimentos naturales,011 6618-8989,+541166188989,SI,https://wa.me/541166188989,,"Zapiola 741, C1426 Cdad. Autónoma de Buenos Aires",,https://www.defrutassecas.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/DeFrutasSecas/data=!4m7!3m6!1s0x95bcb56e5e824c27:0x2c77f4312b654a65!8m2!3d-34.5757053!4d-58.4488262!16s%2Fg%2F11q95z6xvg!19sChIJJ0yCXm61vJURZUplKzH0dyw?authuser=0&hl=es-419&rclk=1
EXIMBOL legumbres y cereales,Mayorista,011 7511-6654,+541175116654,SI,https://wa.me/541175116654,,"José León Suárez 378, C1408 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/EXIMBOL+legumbres+y+cereales/data=!4m7!3m6!1s0x95bcc95a0222ba31:0x352ce32739992170!8m2!3d-34.6434761!4d-58.5272534!16s%2Fg%2F11hds0pmhg!19sChIJMboiAlrJvJURcCGZOSfjLDU?authuser=0&hl=es-419&rclk=1
NATIER-Don Gaspar — Liniers,Tienda de comestibles mayorista,011 3092-2770,+541130922770,SI,https://wa.me/541130922770,,"C1408FNC, José León Suárez 304, 1408 Buenos Aires",,https://www.instagram.com/gaspardon/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/NATIER-Don+Gaspar+%E2%80%94+Liniers/data=!4m7!3m6!1s0x95bcc840934fd0f7:0x75e43e8228419c66!8m2!3d-34.643048!4d-58.5272477!16s%2Fg%2F11g8t8bg7h!19sChIJ99BPk0DIvJURZpxBKII-5HU?authuser=0&hl=es-419&rclk=1
Nino Tienda Saludable,Tienda de frutos secos,011 3366-2266,+541133662266,SI,https://wa.me/541133662266,,"Bolívar 781, B1704 Ramos Mejía, Provincia de Buenos Aires",,https://ninotiendasaludable.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Nino+Tienda+Saludable/data=!4m7!3m6!1s0x95bcc9f314fe272f:0xdf3109684b696392!8m2!3d-34.6475257!4d-58.5627248!16s%2Fg%2F11h22rdd50!19sChIJLyf-FPPJvJURkmNpS2gJMd8?authuser=0&hl=es-419&rclk=1
Distridiet Legumbres-cereales- frutos secos,Agregar categoría,011 7078-0386,+541170780386,SI,https://wa.me/541170780386,ventas@distridiet.com.ar,"Remedios Escalada de San Martín 2628, Valentín Alsina, C1822 CWN, Provincia de Buenos Aires",,http://www.distridiet.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distridiet+Legumbres-cereales-+frutos+secos/data=!4m7!3m6!1s0x95bccc8e3861c22d:0x3f145348a25786bb!8m2!3d-34.67609!4d-58.4086677!16s%2Fg%2F1td9rqc6!19sChIJLcJhOI7MvJURu4ZXokhTFD8?authuser=0&hl=es-419&rclk=1
Werdener Distribuidora,Proveedor mayorista de alimentos,011 15-7036-9554,+54111570369554,NO,https://wa.me/5491125083182,ventas@werdenerdistribuidora.com.ar,"Formosa 5342, B1653 Villa Ballester, Provincia de Buenos Aires",,http://www.werdenerdistribuidora.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Werdener+Distribuidora/data=!4m7!3m6!1s0x95bcb9c94dd92337:0x1f72ba5d32323c1f!8m2!3d-34.5534744!4d-58.5680074!16s%2Fg%2F11sf7mkrcf!19sChIJNyPZTcm5vJURHzwyMl26ch8?authuser=0&hl=es-419&rclk=1
Frutos Secos Ambar,Mayorista,011 7148-6153,+541171486153,SI,https://wa.me/541171486153,imbarlomasconsultas@gmail.com,"El Tirador 869, B1715CWC Villa Udaondo, Provincia de Buenos Aires",,http://www.imbardistribuidora.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Frutos+Secos+Ambar/data=!4m7!3m6!1s0x95bcbf20cf15553f:0xbee71ae590145a37!8m2!3d-34.6282952!4d-58.6703976!16s%2Fg%2F11gk8kjqjj!19sChIJP1UVzyC_vJURN1oUkOUa574?authuser=0&hl=es-419&rclk=1
Distribuidora GRANEL - Mayorista de Alimentos Saludables,Agregar categoría,011 15-2396-2217,+54111523962217,NO,,distri.granel@gmail.com,"Chile 1092, El Talar Pacheco, Pacheco Buenos Aires AR, B1618 El Talar",,https://sites.google.com/view/distribuidoragranel,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+GRANEL+-+Mayorista+de+Alimentos+Saludables/data=!4m7!3m6!1s0x95bca30b6da9bbbd:0xa1fec8059b64bb23!8m2!3d-34.4684663!4d-58.6489027!16s%2Fg%2F11kk6zmch2!19sChIJvbupbQujvJURI7tkmwXI_qE?authuser=0&hl=es-419&rclk=1
MEDIADOR S.R.L.,Tienda de frutos secos,02625 42-5950,+542625425950,SI,https://wa.me/542625425950,,"Ruta 188 Km 799 General Alvear, Mendoza, M5632 Gral. Alvear, Mendoza",,http://www.mediadorsrl.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/MEDIADOR+S.R.L./data=!4m7!3m6!1s0x967810bfb6267c2f:0x9ff088731778bb9e!8m2!3d-34.9773204!4d-67.6439135!16s%2Fg%2F11bysjs6_x!19sChIJL3wmtr8QeJYRnrt4F3OI8J8?authuser=0&hl=es-419&rclk=1
Mani OPQ,Tienda de frutos secos,011 3604-9809,+541136049809,SI,https://wa.me/541136049809,contacto@maniopq.com,"Av. Juan Bautista Justo 3460, B1702AIR Ciudadela, Provincia de Buenos Aires",,https://maniopq.com/,Shopify,GoogleMaps,https://www.google.com/maps/place/Mani+OPQ/data=!4m7!3m6!1s0x95bcc8168c4d7c09:0xa010af9fff56d122!8m2!3d-34.6356167!4d-58.5349562!16s%2Fg%2F11b8v9jmdg!19sChIJCXxNjBbIvJURItFW_5-vEKA?authuser=0&hl=es-419&rclk=1
MIL RECETAS,Proveedor mayorista de alimentos,011 2086-5032,+541120865032,SI,https://wa.me/541120865032,info@productosmilrecetas.com.ar,"Ángela González de Barbier 529, B1842 El Jagüel, Provincia de Buenos Aires",,http://www.productosmilrecetas.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/MIL+RECETAS/data=!4m7!3m6!1s0x95bcd139465e6323:0xc42384e580753dde!8m2!3d-34.8337021!4d-58.4905401!16s%2Fg%2F1tk649pf!19sChIJI2NeRjnRvJUR3j11gOWEI8Q?authuser=0&hl=es-419&rclk=1
CONALIA SRL,Fabricante de condimentos de alimentos,011 4442-5929,+541144425929,SI,https://wa.me/541144425929,,"Montenegro 1198, B1766 La Tablada, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/CONALIA+SRL/data=!4m7!3m6!1s0x95bccf338b9123e5:0x7ed962c84cb8b433!8m2!3d-34.7019995!4d-58.5254707!16s%2Fg%2F1tdx9x2x!19sChIJ5SORizPPvJURM7S4TMhi2X4?authuser=0&hl=es-419&rclk=1
Distribuidora el 20,Mayorista,011 6068-7811,+541160687811,SI,https://wa.me/541160687811,,"Guatemala 3451, B1754 San Justo, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+el+20/data=!4m7!3m6!1s0x95bcc615eeea7893:0xc5b5869a015351ac!8m2!3d-34.6934013!4d-58.5719027!16s%2Fg%2F11g6xn5nd3!19sChIJk3jq7hXGvJURrFFTAZqGtcU?authuser=0&hl=es-419&rclk=1
Distribuidora Frutos Secos Oeste Saludable (productos para dietética),Centro comercial,011 2562-7323,+541125627323,SI,https://wa.me/541125627323,,"Aráoz 800, B1768ANH Villa Madero, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Frutos+Secos+Oeste+Saludable+%28productos+para+diet%C3%A9tica%29/data=!4m7!3m6!1s0x95bcc90e4e059037:0xde82809bbd02b252!8m2!3d-34.68992!4d-58.5062635!16s%2Fg%2F11qpskcdbw!19sChIJN5AFTg7JvJURUrICvZuAgt4?authuser=0&hl=es-419&rclk=1
Fruto de La Confianza,Distribuidor de comestibles,,,,,,"Avellaneda 3962, B1650 Villa Juan Martín de Pueyrredón, Provincia de Buenos Aires",,http://frutodelaconfianza.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Fruto+de+La+Confianza/data=!4m7!3m6!1s0x95bcb9f1f8289d71:0x256665dec7f22feb!8m2!3d-34.5679717!4d-58.5616841!16s%2Fg%2F11qb61xg5k!19sChIJcZ0o-PG5vJUR6y_yx95lZiU?authuser=0&hl=es-419&rclk=1
Pecanes Argentinos Planta Procesadora Nuez Pecan y Chandler calidad premium en Buenos Aires,Mayorista,011 2154-9805,+541121549805,SI,https://wa.me/541121549805,,"Juan de Garay 3950, B1678 Caseros, Provincia de Buenos Aires",,http://www.pecanesargentinos.com/,OTRO,GoogleMaps,https://www.google.com/maps/place/Pecanes+Argentinos+Planta+Procesadora+Nuez+Pecan+y+Chandler+calidad+premium+en+Buenos+Aires/data=!4m7!3m6!1s0x95bcb7a107c9dd67:0x30455cb84bbed4b1!8m2!3d-34.6186954!4d-58.5513962!16s%2Fg%2F11fncj2lfv!19sChIJZ93JB6G3vJURsdS-S7hcRTA?authuser=0&hl=es-419&rclk=1
Sudamerik Argentina,Tienda de alimentos naturales,011 2024-8229,+541120248229,SI,https://wa.me/541120248229,,"Don Bosco 4670, B1738 La Reja, Provincia de Buenos Aires",,https://www.sudamerikargentina.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/Sudamerik+Argentina/data=!4m7!3m6!1s0x95bb61ff83db7ce3:0x75c8dc69b799376d!8m2!3d-34.606991!4d-58.8198915!16s%2Fg%2F11rsf3j4n7!19sChIJ43zbg_9hu5URbTeZt2ncyHU?authuser=0&hl=es-419&rclk=1
Nogales Argentinos,Tienda de frutos secos,011 4304-3820,+541143043820,SI,https://wa.me/541143043820,info@nogalesargentinos.com.ar,"Ciudad Autónoma de Buenos Aires AR, Pedro Echagüe 1494, C1130 AAH",,http://www.nogalesargentinos.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Nogales+Argentinos/data=!4m7!3m6!1s0x95bccb4eae78147f:0xf84252905b9cf7cf!8m2!3d-34.6301455!4d-58.3867399!16s%2Fg%2F11fhz7bncm!19sChIJfxR4rk7LvJURz_ecW5BSQvg?authuser=0&hl=es-419&rclk=1
LG distribuidora,Mayorista,223 - 153 - 424010 223 - 154 - 263447,+54223153424010223154263447,NO,https://wa.me/5492233396669,lgdistribuidoramdp@gmail.com,"Av. M. Champagnat 3560, B7600 Mar del Plata, Provincia de Buenos Aires",,https://lgdistribuidora.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/LG+distribuidora/data=!4m7!3m6!1s0x9584d93b184982a5:0x44b730379338c546!8m2!3d-37.9960264!4d-57.5947319!16s%2Fg%2F11nng9b79q!19sChIJpYJJGDvZhJURRsU4kzcwt0Q?authuser=0&hl=es-419&rclk=1
Distribuidora padano,Distribuidor de comestibles,0341 208-0187,+543412080187,SI,https://wa.me/543412080187,,,,http://padano.com.ar/,OTRO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+padano/data=!4m7!3m6!1s0x95b6539eed567527:0x33a84b80eabc78c0!8m2!3d-32.9522093!4d-60.6959404!16s%2Fg%2F11qbnd9mlc!19sChIJJ3VW7Z5TtpURwHi86oBLqDM?authuser=0&hl=es-419&rclk=1
Distribuidora Calaza,Mayorista,,,,,,"Av. Otto Bemberg 5465, B1885 Berazategui, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Calaza/data=!4m7!3m6!1s0x95a327333528ac69:0xb1925fcba6c45f9!8m2!3d-34.7928983!4d-58.1653232!16s%2Fg%2F11yb7m2qgt!19sChIJaawoNTMno5UR-UVsuvwlGQs?authuser=0&hl=es-419&rclk=1
Distribuidora San Pedrito,Mayorista,011 4612-0000,+541146120000,SI,https://wa.me/541146120000,,"Av. San Pedrito 705, C1406 C1406FGL, Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+San+Pedrito/data=!4m7!3m6!1s0x95bcc98b396ce063:0x70037ea074c093b2!8m2!3d-34.639362!4d-58.465843!16s%2Fg%2F11fk2gdf0c!19sChIJY-BsOYvJvJURspPAdKB-A3A?authuser=0&hl=es-419&rclk=1
Frigorifico Leopardo,Mayorista de carnes,011 3184-2135,+541131842135,SI,https://wa.me/541131842135,,"Tandil 5392, C1704 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Frigorifico+Leopardo/data=!4m7!3m6!1s0x95bcc90935bea51f:0xddb89c35c90521cc!8m2!3d-34.6542379!4d-58.4929408!16s%2Fg%2F11f48n554w!19sChIJH6W-NQnJvJURzCEFyTWcuN0?authuser=0&hl=es-419&rclk=1
Fiambres Gonzalez Frigorifico Don Jorge S.A,Fábrica,011 2632-7777,+541126327777,SI,https://wa.me/541126327777,info@donjorge.com.ar,"25 de Mayo 620, B1704 Ciudadela, Provincia de Buenos Aires",,http://www.fiambresgonzalez.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Fiambres+Gonzalez+Frigorifico+Don+Jorge+S.A/data=!4m7!3m6!1s0x95bcc92f0ab56f35:0x9efa82f4ff8e70bd!8m2!3d-34.633622!4d-58.5416642!16s%2Fg%2F11n96rt16k!19sChIJNW-1Ci_JvJURvXCO__SC-p4?authuser=0&hl=es-419&rclk=1
Gianelli Distribuidora Mayorista - Bº Gral. Bustos,Supermercado,0351 342-5935,+543513425935,SI,https://wa.me/543513425935,returns@mail.com,"Antonio Maria Gianelli 747, X5001AKI Córdoba",,https://gianellidistribuidoramayorista.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Gianelli+Distribuidora+Mayorista+-+B%C2%BA+Gral.+Bustos/data=!4m7!3m6!1s0x9432986cdcacbdf7:0xa5943ca5b0cdd87!8m2!3d-31.3959413!4d-64.1726914!16s%2Fg%2F11bysjp_ky!19sChIJ972s3GyYMpQRh90MW8pDWQo?authuser=0&hl=es-419&rclk=1
La Distri,Proveedor mayorista de alimentos,0351 703-0606,+543517030606,SI,https://wa.me/543517030606,,"Av. Duarte Quirós 2300, X5002AOU X5002AOU, Córdoba",,http://ladistricba.com/,ERROR,GoogleMaps,https://www.google.com/maps/place/La+Distri/data=!4m7!3m6!1s0x94329899975e7c5d:0x48b21abd1b124b41!8m2!3d-31.4096442!4d-64.214763!16s%2Fg%2F11c57m0nv9!19sChIJXXxel5mYMpQRQUsSG70askg?authuser=0&hl=es-419&rclk=1
R&M Distribuidora Quesos y Fiambres,Tienda de alimentación,0351 484-7261,+543514847261,SI,https://wa.me/543514847261,,"Don Bosco, Esteban Pagliere 7012 Local 13, X5003 DPH, Córdoba",,,(sin web),GoogleMaps,https://www.google.com/maps/place/R%26M+Distribuidora+Quesos+y+Fiambres/data=!4m7!3m6!1s0x94329f1d86cf041f:0x62f0efb6d94f0191!8m2!3d-31.3892379!4d-64.2749856!16s%2Fg%2F11bbrk3h7m!19sChIJHwTPhh2fMpQRkQFP2bbv8GI?authuser=0&hl=es-419&rclk=1
El Patriarca,Tienda de fiambres,011 4712-1681,+541147121681,SI,https://wa.me/541147121681,,"Av. Rodríguez Peña 1298, B1674BBH Sáenz Peña, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/El+Patriarca/data=!4m7!3m6!1s0x95bcb791c1d6f2e3:0xb62bad3ce2d9cc8c!8m2!3d-34.5972583!4d-58.5417507!16s%2Fg%2F11b7q9dgc_!19sChIJ4_LWwZG3vJURjMzZ4jytK7Y?authuser=0&hl=es-419&rclk=1
